popn	code	ha	brood.yr	category	period	period2	Sw	Sadultw	prop.wild	Rw	log.Rw.ha
SulphurCr	MFSUL	14.8618	1978	control	control	off	17.69637594	17.69637594	1	1.779028142	0.250182818
SulphurCr	MFSUL	14.8618	1979	control	control	off	4.171769234	4.047855296	1	0.796614197	-0.098751958
SulphurCr	MFSUL	14.8618	1980	control	control	off	0.538292804	0.49522938	1	1.898147766	0.278330018
SulphurCr	MFSUL	14.8618	1981	control	control	off	1.951311416	1.951311416	1	13.27813225	1.12313699
SulphurCr	MFSUL	14.8618	1982	control	control	off	0.807439207	0.74284407	1	8.746814813	0.941849932
SulphurCr	MFSUL	14.8618	1983	control	control	off	2.220457818	2.042821193	1	22.34746247	1.349228217
SulphurCr	MFSUL	14.8618	1984	control	control	off	0	0	1	4.418338982	0.645259033
SulphurCr	MFSUL	14.8618	1985	control	control	off	2.758750622	2.758750622	1	4.06643162	0.609213474
SulphurCr	MFSUL	14.8618	1986	control	control	off	17.96552235	17.42111258	1	8.989883499	0.953754064
SulphurCr	MFSUL	14.8618	1987	control	control	off	3.027897025	2.997618054	1	2.411108014	0.382216667
SulphurCr	MFSUL	14.8618	1988	control	control	off	20.38783997	20.38783997	1	8.717174318	0.940375731
SulphurCr	MFSUL	14.8618	1989	control	control	off	1.480305212	1.480305212	1	1.447209918	0.16053153
SulphurCr	MFSUL	14.8618	1990	control	control	off	5.853934248	5.795974503	1	0.087826721	-1.056373333
SulphurCr	MFSUL	14.8618	1991	control	control	off	7.266952859	7.121613802	1	0.651196845	-0.186287712
SulphurCr	MFSUL	14.8618	1992	control	control	off	0.740152606	0.725496119	1	2.976203746	0.473662659
SulphurCr	MFSUL	14.8618	1993	control	control	off	8.881831272	8.881831272	1	7.957522576	0.900777879
SulphurCr	MFSUL	14.8618	1994	control	control	off	0	0	1	0.41653269	-0.380350909
SulphurCr	MFSUL	14.8618	1995	control	control	off	0.134573201	0.123807345	1	0.125983422	-0.899686598
SulphurCr	MFSUL	14.8618	1996	control	control	off	1.884024815	1.809409971	1	0.812904664	-0.089960385
SulphurCr	MFSUL	14.8618	1997	control	control	off	2.48960422	2.365124009	1	13.88312418	1.142487208
SulphurCr	MFSUL	14.8618	1998	control	control	off	6.863233256	6.863233256	1	22.10491986	1.344488945
SulphurCr	MFSUL	14.8618	1999	control	control	off	0	0	1	0.621429499	-0.206608135
SulphurCr	MFSUL	14.8618	2000	control	control	off	0.740152606	0.688341924	1	1.815023399	0.258882228
SulphurCr	MFSUL	14.8618	2001	control	control	off	5.853934248	5.853934248	1	2.443147077	0.387949612
SulphurCr	MFSUL	14.8618	2002	control	control	off	13.52460671	13.52460671	1	6.012139602	0.779029056
SulphurCr	MFSUL	14.8618	2003	control	control	off	12.8517407	12.8517407	1	3.290878779	0.517311885
SulphurCr	MFSUL	14.8618	2004	control	control	off	1.009299008	0.989312889	1	3.505956843	0.544806566
SulphurCr	MFSUL	14.8618	2005	control	control	off	1.884024815	1.828063682	1	3.893522839	0.590342727
SulphurCr	MFSUL	14.8618	2006	control	control	off	3.63347643	3.63347643	1	13.8428023	1.141224017
SulphurCr	MFSUL	14.8618	2007	control	control	off	3.768049631	3.617327645	1	NA	NA
SulphurCr	MFSUL	14.8618	2008	control	control	off	4.777348639	4.588146713	1	NA	NA
SulphurCr	MFSUL	14.8618	2009	control	control	off	3.364330027	3.061540325	1	NA	NA
SulphurCr	MFSUL	14.8618	2010	control	control	off	7.603385862	7.603385862	1	NA	NA
SulphurCr	MFSUL	14.8618	2011	control	control	off	11.50600869	10.585528	1	NA	NA
SulphurCr	MFSUL	14.8618	2012	control	control	off	2.758750622	NA	1	NA	NA
Tucannon	SNTUC	24.2421	1979	impact	before	off	17.32523172	16.97872709	1	22.90365414	1.359904777
Tucannon	SNTUC	24.2421	1980	impact	before	off	21.12028248	20.69787683	1	22.08925647	1.344181098
Tucannon	SNTUC	24.2421	1981	impact	before	off	34.44421069	33.75532648	1	17.15512556	1.234393901
Tucannon	SNTUC	24.2421	1982	impact	before	off	21.12028248	20.69787683	1	29.39206135	1.468230046
Tucannon	SNTUC	24.2421	1983	impact	before	off	23.88406945	23.40638806	1	28.91462594	1.461117578
Tucannon	SNTUC	24.2421	1984	impact	before	off	13.90143593	13.62340721	1	15.96342169	1.203125986
Tucannon	SNTUC	24.2421	1985	impact	before	off	23.47156393	17.60367295	1	13.01687795	1.114506833
Tucannon	SNTUC	24.2421	1986	impact	before	off	21.4502869	21.4502869	1	19.04149973	1.279701151
Tucannon	SNTUC	24.2421	1987	impact	before	off	19.84151538	19.64506473	1	13.74875485	1.138263368
Tucannon	SNTUC	24.2421	1988	impact	local	on	12.03856102	11.91817541	0.96	12.4534973	1.095291331
Tucannon	SNTUC	24.2421	1989	impact	local	on	8.65271573	8.224363466	0.76	12.4424876	1.094907217
Tucannon	SNTUC	24.2421	1990	impact	local	on	16.63469749	16.46999751	0.66	1.882284774	0.274685329
Tucannon	SNTUC	24.2421	1991	impact	local	on	7.882980435	7.882980435	0.49	4.05706553	0.608212023
Tucannon	SNTUC	24.2421	1992	impact	local	on	13.02857426	12.89828851	0.56	1.22372082	0.087682349
Tucannon	SNTUC	24.2421	1993	impact	local	on	9.712029898	9.420669001	0.54	5.813670398	0.764450406
Tucannon	SNTUC	24.2421	1994	impact	local	on	2.021277035	1.980851494	0.7	2.71931047	0.434458795
Tucannon	SNTUC	24.2421	1995	impact	local	on	0.176964867	0.176964867	0.39	0.197280618	-0.70491558
Tucannon	SNTUC	24.2421	1996	impact	local	on	3.534347272	3.145569072	0.63	2.727143896	0.435708054
Tucannon	SNTUC	24.2421	1997	impact	local	on	2.830612859	2.802306731	0.47	36.71036918	1.564788752
Tucannon	SNTUC	24.2421	1998	impact	local	on	1.241229101	1.241229101	0.59	17.9955768	1.255165771
Tucannon	SNTUC	24.2421	1999	impact	local	on	0.04413809	0.04413809	0.01	6.133011069	0.787673748
Tucannon	SNTUC	24.2421	2000	impact	local	on	2.366131647	1.963889267	0.24	19.54084914	1.290943432
Tucannon	SNTUC	24.2421	2001	impact	local	on	26.1833752	25.92154145	0.71	9.985048353	0.999350172
Tucannon	SNTUC	24.2421	2002	impact	local	on	12.95061071	12.6915985	0.35	8.339175194	0.921123098
Tucannon	SNTUC	24.2421	2003	impact	local	on	8.454713082	8.370165951	0.56	8.094041069	0.908165404
Tucannon	SNTUC	24.2421	2004	impact	local	on	13.86018538	13.86018538	0.7	21.58067268	1.334064978
Tucannon	SNTUC	24.2421	2005	impact	local	on	9.022733179	8.932505847	0.69	31.98933233	1.505005176
Tucannon	SNTUC	24.2421	2006	impact	local	on	3.652736355	3.470099538	0.55	81.13634467	1.909215438
Tucannon	SNTUC	24.2421	2007	impact	local	on	5.98133	5.7420768	0.58	NA	NA
Tucannon	SNTUC	24.2421	2008	impact	local	on	19.60226218	17.24999072	0.45	NA	NA
Tucannon	SNTUC	24.2421	2009	impact	local	on	27.65436988	24.88893289	0.4	NA	NA
Tucannon	SNTUC	24.2421	2010	impact	local	on	55.04349871	54.49306372	0.57	NA	NA
Tucannon	SNTUC	24.2421	2011	impact	local	on	26.98776096	25.63837291	0.58	NA	NA
Valley	SRVAL	42.6649	1957	control	control	off	35.34521351	34.27414644	1	50.09351464	1.699781504
Valley	SRVAL	42.6649	1958	control	control	off	7.312802796	7.091202711	1	61.18701003	1.786659231
Valley	SRVAL	42.6649	1959	control	control	off	5.976809977	5.795694523	1	34.79175678	1.541476359
Valley	SRVAL	42.6649	1960	control	control	off	14.22715159	13.51579401	1	38.07816385	1.580675998
Valley	SRVAL	42.6649	1961	control	control	off	24.4697632	23.00157741	1	48.98039206	1.690022257
Valley	SRVAL	42.6649	1962	control	control	off	17.29759123	16.77866349	1	60.26413922	1.780058958
Valley	SRVAL	42.6649	1963	control	control	off	12.14112772	12.01971644	1	33.07870948	1.519548558
Valley	SRVAL	42.6649	1964	control	control	off	17.15696041	16.12754278	1	29.93720483	1.476211249
Valley	SRVAL	42.6649	1965	control	control	off	16.59443711	15.59877089	1	21.72884466	1.337036635
Valley	SRVAL	42.6649	1966	control	control	off	25.61824826	24.59351833	1	22.31407084	1.348578808
Valley	SRVAL	42.6649	1967	control	control	off	21.09462345	20.03989228	1	33.58613736	1.52616006
Valley	SRVAL	42.6649	1968	control	control	off	24.98540955	24.48570136	1	40.49578855	1.60740986
Valley	SRVAL	42.6649	1969	control	control	off	3.632962927	3.52397404	1	13.58087334	1.132927699
Valley	SRVAL	42.6649	1970	control	control	off	15.44595206	14.97789291	1	21.14698391	1.325248435
Valley	SRVAL	42.6649	1971	control	control	off	15.00062112	14.40059627	1	4.963903349	0.695823317
Valley	SRVAL	42.6649	1972	control	control	off	14.03964383	13.76163108	1	5.997095339	0.777940953
Valley	SRVAL	42.6649	1973	control	control	off	12.84428183	12.84428183	1	27.95788862	1.44650437
Valley	SRVAL	42.6649	1974	control	control	off	10.92232725	10.59790169	1	4.597352915	0.662507844
Valley	SRVAL	42.6649	1975	control	control	off	17.08664499	17.08664499	1	1.314157917	0.118647556
Valley	SRVAL	42.6649	1976	control	control	off	2.742301048	2.659201017	1	1.121509131	0.049802814
Valley	SRVAL	42.6649	1977	control	control	off	5.15646351	5.00020704	1	0.856389651	-0.067328589
Valley	SRVAL	42.6649	1978	control	control	off	22.87594721	22.87594721	1	1.83000626	0.262452575
Valley	SRVAL	42.6649	1979	control	control	off	2.531354814	2.454647092	1	1.813570625	0.258534473
Valley	SRVAL	42.6649	1980	control	control	off	0.632838703	0.613661773	1	0.658329027	-0.181556996
Valley	SRVAL	42.6649	1981	control	control	off	1.218800466	1.181867119	1	1.344210191	0.128467183
Valley	SRVAL	42.6649	1982	control	control	off	0.562523292	0.545477132	1	4.587794954	0.661603999
Valley	SRVAL	42.6649	1983	control	control	off	2.296970109	2.227364954	1	4.27331618	0.630765027
Valley	SRVAL	42.6649	1984	control	control	off	1.335992818	1.295508188	1	3.484395705	0.54212747
Valley	SRVAL	42.6649	1985	control	control	off	0.117192352	0.113641069	1	1.826648657	0.261655022
Valley	SRVAL	42.6649	1986	control	control	off	1.851639169	1.795528892	1	0.624657599	-0.204357973
Valley	SRVAL	42.6649	1987	control	control	off	5.718986802	5.545684171	1	0.45179988	-0.345053889
Valley	SRVAL	42.6649	1988	control	control	off	2.859493401	2.772842086	1	1.351976091	0.130969011
Valley	SRVAL	42.6649	1989	control	control	off	3.117316576	3.022852438	1	0.776227729	-0.110010847
Valley	SRVAL	42.6649	1990	control	control	off	0.773469526	0.750031056	1	0.229043325	-0.640082361
Valley	SRVAL	42.6649	1991	control	control	off	0.328138587	0.318194993	1	0.140655744	-0.851842527
Valley	SRVAL	42.6649	1992	control	control	off	0.445330939	0.431836063	1	0.588640801	-0.230149639
Valley	SRVAL	42.6649	1993	control	control	off	1.453185171	1.438797199	1	1.852869404	0.26784481
Valley	SRVAL	42.6649	1994	control	control	off	0.562523292	0.545477132	1	1.170291026	0.068293875
Valley	SRVAL	42.6649	1995	control	control	off	0	0	1	0.448958202	-0.34779409
Valley	SRVAL	42.6649	1996	control	control	off	0.187507764	0.181825711	1	3.247144254	0.511501583
Valley	SRVAL	42.6649	1997	control	control	off	0.773469526	0.750031056	1	5.248865423	0.720065438
Valley	SRVAL	42.6649	1998	control	control	off	2.34384705	2.272821382	1	11.00976207	1.041777934
Valley	SRVAL	42.6649	1999	control	control	off	0.445330939	0.431836063	1	1.352155259	0.131026562
Valley	SRVAL	42.6649	2000	control	control	off	0.328138587	0.318194993	1	1.998404385	0.300683374
Valley	SRVAL	42.6649	2001	control	control	off	4.125170808	4.000165632	1	1.357324307	0.132683626
Valley	SRVAL	42.6649	2002	control	control	off	6.539333269	6.2156039	1	2.318153872	0.36514226
Valley	SRVAL	42.6649	2003	control	control	off	7.05497962	7.05497962	1	2.027746725	0.307013709
Valley	SRVAL	42.6649	2004	control	control	off	1.968831522	1.890857996	1	3.76307426	0.575542789
Valley	SRVAL	42.6649	2005	control	control	off	1.265677407	1.227707085	1	2.81368962	0.449276188
Valley	SRVAL	42.6649	2006	control	control	off	1.453185171	1.424121468	1	3.916854983	0.592937493
Valley	SRVAL	42.6649	2007	control	control	off	1.781323758	1.656631095	1	NA	NA
Valley	SRVAL	42.6649	2008	control	control	off	3.820470691	3.588927013	1	NA	NA
Valley	SRVAL	42.6649	2009	control	control	off	2.742301048	2.470786093	1	NA	NA
Valley	SRVAL	42.6649	2010	control	control	off	2.765739519	2.656205281	1	NA	NA
Valley	SRVAL	42.6649	2011	control	control	off	2.789177989	2.482368411	1	NA	NA
Valley	SRVAL	42.6649	2012	control	control	off	2.81261646	NA	1	NA	NA
Wenaha	GRWEN	49.2735	1964	impact	before	off	32.18768709	28.04471747	1	28.52312865	1.455197161
Wenaha	GRWEN	49.2735	1965	impact	before	off	15.40381747	13.09324485	1	84.61641292	1.927454611
Wenaha	GRWEN	49.2735	1966	impact	before	off	54.22793185	49.8896973	1	92.11750067	1.964342146
Wenaha	GRWEN	49.2735	1967	impact	before	off	36.08430495	34.64093275	1	55.80173495	1.746647702
Wenaha	GRWEN	49.2735	1968	impact	before	off	24.96270815	14.22874365	1	33.45100993	1.524409234
Wenaha	GRWEN	49.2735	1969	impact	before	off	49.56010837	46.09090079	1	74.16895076	1.870222135
Wenaha	GRWEN	49.2735	1970	impact	before	off	54.4308807	51.73628264	1	15.41237959	1.187869697
Wenaha	GRWEN	49.2735	1971	impact	before	off	31.98473825	28.78626442	1	3.380769749	0.529015594
Wenaha	GRWEN	49.2735	1972	impact	before	off	13.84111135	13.56428912	1	8.885777007	0.94869541
Wenaha	GRWEN	49.2735	1973	impact	before	off	40.00121769	39.20119334	1	24.63380148	1.391531437
Wenaha	GRWEN	49.2735	1974	impact	before	off	9.558890682	9.085678272	1	2.717087796	0.434103672
Wenaha	GRWEN	49.2735	1975	impact	before	off	5.844926786	5.844926786	1	2.476191833	0.393784287
Wenaha	GRWEN	49.2735	1976	impact	before	off	3.896617857	3.701786965	1	4.627988948	0.665392313
Wenaha	GRWEN	49.2735	1977	impact	before	off	11.71014846	11.47594549	1	4.76289519	0.677871025
Wenaha	GRWEN	49.2735	1978	impact	before	off	15.01821466	15.01821466	1	8.06831838	0.906783027
Wenaha	GRWEN	49.2735	1979	impact	before	off	0.974154464	0.954671375	1	1.500887257	0.17634807
Wenaha	GRWEN	49.2735	1980	impact	before	off	4.68811836	4.594355993	1	3.525963431	0.547277804
Wenaha	GRWEN	49.2735	1981	impact	before	off	3.896617857	3.8186855	1	10.56137164	1.023720325
Wenaha	GRWEN	49.2735	1982	impact	before	off	5.276670015	5.171136615	1	9.523330514	0.978788857
Wenaha	GRWEN	49.2735	1983	impact	before	off	4.485169513	4.485169513	1	4.593704668	0.662163071
Wenaha	GRWEN	49.2735	1984	impact	before	off	2.333911738	2.333911738	1	0.952711109	-0.02103877
Wenaha	GRWEN	49.2735	1985	impact	before	off	7.022030097	6.741148893	1	1.1351572	0.055056008
Wenaha	GRWEN	49.2735	1986	impact	before	off	13.27285458	13.00739749	1	2.234531036	0.349186391
Wenaha	GRWEN	49.2735	1987	impact	nonlocal	on	1.008249871	1.008249871	0.09	1.248386494	0.096349062
Wenaha	GRWEN	49.2735	1988	impact	nonlocal	on	3.466366302	3.466366302	0.28	4.159000025	0.618988923
Wenaha	GRWEN	49.2735	1989	impact	nonlocal	on	0.989375628	0.93001309	0.75	1.201705603	0.079798086
Wenaha	GRWEN	49.2735	1990	impact	nonlocal	on	1.348392138	1.348392138	0.22	0.263833501	-0.57867006
Wenaha	GRWEN	49.2735	1991	impact	nonlocal	on	1.821668848	1.767018783	0.33	1.265425042	0.102236425
Wenaha	GRWEN	49.2735	1992	impact	nonlocal	on	1.161679199	1.127173876	0.09	10.2814687	1.012055158
Wenaha	GRWEN	49.2735	1993	impact	nonlocal	on	3.693263113	3.693263113	0.54	6.936730558	0.841154826
Wenaha	GRWEN	49.2735	1994	impact	nonlocal	on	0.60884654	0.60884654	0.2	3.409113439	0.532641453
Wenaha	GRWEN	49.2735	1995	impact	nonlocal	on	1.155793682	1.029915162	0.67	1.230889511	0.090219071
Wenaha	GRWEN	49.2735	1996	impact	nonlocal	on	8.611931363	8.181334795	0.98	12.69898387	1.103768972
Wenaha	GRWEN	49.2735	1997	impact	nonlocal	on	5.531776716	5.421141181	0.97	18.36703409	1.264039032
Wenaha	GRWEN	49.2735	1998	impact	nonlocal	on	5.131358641	5.028731468	0.98	22.45608103	1.351333967
Wenaha	GRWEN	49.2735	1999	impact	nonlocal	on	1.449054766	1.419780932	0.85	3.289072856	0.517073494
Wenaha	GRWEN	49.2735	2000	impact	nonlocal	on	9.272123961	8.993960242	0.97	14.9256856	1.173934289
Wenaha	GRWEN	49.2735	2001	impact	nonlocal	on	15.50833612	14.88800268	0.85	10.03277359	1.001421012
Wenaha	GRWEN	49.2735	2002	impact	nonlocal	off	13.901996	13.901996	1	10.63731523	1.02683203
Wenaha	GRWEN	49.2735	2003	impact	nonlocal	off	10.97953261	10.97953261	1	4.352198137	0.638708659
Wenaha	GRWEN	49.2735	2004	impact	nonlocal	on	13.4449552	12.77270744	0.98	8.010955355	0.903684311
Wenaha	GRWEN	49.2735	2005	impact	nonlocal	on	9.409926228	9.033529179	0.97	6.775808694	0.830961136
Wenaha	GRWEN	49.2735	2006	impact	nonlocal	off	7.285863598	7.06728769	1	16.1924729	1.209313179
Wenaha	GRWEN	49.2735	2007	impact	nonlocal	on	5.708545161	5.708545161	0.96	13.71476848	1.137188481
Wenaha	GRWEN	49.2735	2008	impact	nonlocal	on	6.963174932	6.406120937	0.94	NA	NA
Wenaha	GRWEN	49.2735	2009	impact	nonlocal	off	7.062619867	6.003226887	1	NA	NA
Wenaha	GRWEN	49.2735	2010	impact	nonlocal	on	12.07789177	11.47997633	0.86	NA	NA
Wenaha	GRWEN	49.2735	2011	impact	nonlocal	on	12.00442428	11.64429156	0.7	NA	NA
Wenaha	GRWEN	49.2735	2012	impact	nonlocal	on	11.48446934	11.13993526	0.86	NA	NA
Yankee	SRYFS	52.2566	1957	control	control	off	7.769353536	NA	1	NA	NA
Yankee	SRYFS	52.2566	1958	control	control	off	5.147675126	NA	1	31.17026395	1.49374048
Yankee	SRYFS	52.2566	1959	control	control	off	2.16240628	NA	1	46.14846932	1.664157301
Yankee	SRYFS	52.2566	1960	control	control	off	3.903813107	NA	1	30.17942922	1.479711022
Yankee	SRYFS	52.2566	1961	control	control	off	11.17562184	10.61684074	1	33.3335228	1.522881214
Yankee	SRYFS	52.2566	1962	control	control	off	5.779174305	5.49021559	1	48.77992919	1.688241166
Yankee	SRYFS	52.2566	1963	control	control	off	16.61034204	15.77982494	1	60.48634072	1.781657312
Yankee	SRYFS	52.2566	1964	control	control	off	11.90280271	11.30766257	1	38.97116896	1.590743433
Yankee	SRYFS	52.2566	1965	control	control	off	10.75462238	10.21689126	1	13.94809315	1.144514839
Yankee	SRYFS	52.2566	1966	control	control	off	21.73888083	20.65193679	1	15.96119719	1.203065463
Yankee	SRYFS	52.2566	1967	control	control	off	27.44150978	26.06943429	1	14.82008411	1.170850668
Yankee	SRYFS	52.2566	1968	control	control	off	28.45573573	27.03294895	1	26.155031	1.417555239
Yankee	SRYFS	52.2566	1969	control	control	off	4.841493706	4.599419021	1	19.59040961	1.292043517
Yankee	SRYFS	52.2566	1970	control	control	off	10.58239533	10.05327557	1	7.306064286	0.863683489
Yankee	SRYFS	52.2566	1971	control	control	off	5.147675126	4.89029137	1	5.185503086	0.714790897
Yankee	SRYFS	52.2566	1972	control	control	off	12.43862019	11.81668918	1	3.187757165	0.503485231
Yankee	SRYFS	52.2566	1973	control	control	off	10.44844096	9.926018914	1	5.996966284	0.777931607
Yankee	SRYFS	52.2566	1974	control	control	off	4.32481256	4.108571932	1	6.504843564	0.813236857
Yankee	SRYFS	52.2566	1975	control	control	off	6.793400259	6.453730247	1	1.162247634	0.065298671
Yankee	SRYFS	52.2566	1976	control	control	off	2.258087974	2.145183575	1	0.687902053	-0.162473394
Yankee	SRYFS	52.2566	1977	control	control	off	2.813041798	2.672389708	1	1.110081902	0.045355022
Yankee	SRYFS	52.2566	1978	control	control	off	7.845898891	7.453603947	1	0.212427441	-0.672789383
Yankee	SRYFS	52.2566	1979	control	control	off	1.148180326	1.090771309	1	NA	NA
Yankee	SRYFS	52.2566	1980	control	control	off	0.076545355	0.072718087	1	NA	NA
Yankee	SRYFS	52.2566	1981	control	control	off	1.645725133	1.563438877	1	NA	NA
Yankee	SRYFS	52.2566	1982	control	control	off	0.038272678	0.036359044	1	0.850859862	-0.070141963
Yankee	SRYFS	52.2566	1983	control	control	off	0.287045081	0.272692827	1	0.814901677	-0.088894789
Yankee	SRYFS	52.2566	1984	control	control	off	NA	NA	1	0.813783864	-0.089490926
Yankee	SRYFS	52.2566	1985	control	control	off	0.210499726	0.19997474	1	0.738172331	-0.131842238
Yankee	SRYFS	52.2566	1986	control	control	off	0.880271583	0.836258004	1	0.790236181	-0.10224309
Yankee	SRYFS	52.2566	1987	control	control	off	0.688908195	0.654462786	1	0.543969398	-0.264425532
Yankee	SRYFS	52.2566	1988	control	control	off	0.803726228	0.763539916	1	0.506736166	-0.295218099
Yankee	SRYFS	52.2566	1989	control	control	off	0.554953824	0.527206133	1	0.295215675	-0.529860586
Yankee	SRYFS	52.2566	1990	control	control	off	0.841998905	0.79989896	1	0.045356295	-1.343362432
Yankee	SRYFS	52.2566	1991	control	control	off	0.45927213	0.436308524	1	0.028503073	-1.545108315
Yankee	SRYFS	52.2566	1992	control	control	off	0.516681146	0.490847089	1	0.097590552	-1.010592224
Yankee	SRYFS	52.2566	1993	control	control	off	0.382726775	0.363590436	1	0.240650131	-0.618613897
Yankee	SRYFS	52.2566	1994	control	control	off	0.038272678	0.036359044	1	0.296678513	-0.527713907
Yankee	SRYFS	52.2566	1995	control	control	off	0	0	1	0.179753425	-0.745322827
Yankee	SRYFS	52.2566	1996	control	control	off	0.076545355	0.072718087	1	0.982756833	-0.007553928
Yankee	SRYFS	52.2566	1997	control	control	off	0.133954371	0.127256653	1	2.318866872	0.365275816
Yankee	SRYFS	52.2566	1998	control	control	off	0.420999453	0.39994948	1	4.323102175	0.6357955
Yankee	SRYFS	52.2566	1999	control	control	off	0.038272678	0.036359044	1	0.366521376	-0.435900691
Yankee	SRYFS	52.2566	2000	control	control	off	0.382726775	0.363590436	1	0.503435846	-0.298055865
Yankee	SRYFS	52.2566	2001	control	control	off	1.837088521	1.745234095	1	0.195265085	-0.709375405
Yankee	SRYFS	52.2566	2002	control	control	off	1.779679505	1.691576559	1	0.108126132	-0.966069334
Yankee	SRYFS	52.2566	2003	control	control	off	3.061814201	3.061814201	1	0.124654008	-0.904293754
Yankee	SRYFS	52.2566	2004	control	control	off	0.554953824	0.532975455	1	0.388680006	-0.410407799
Yankee	SRYFS	52.2566	2005	control	control	off	0.210499726	0.204184735	1	0.423737231	-0.372903376
Yankee	SRYFS	52.2566	2006	control	control	off	0.133954371	0.131275284	1	0.324224087	-0.489154724
Yankee	SRYFS	52.2566	2007	control	control	off	0	0	1	NA	NA
Yankee	SRYFS	52.2566	2008	control	control	on	0.325317759	0.305601531	0.05	NA	NA
Yankee	SRYFS	52.2566	2009	control	control	on	0.526632043	0.474490256	0.04	NA	NA
Yankee	SRYFS	52.2566	2010	control	control	on	0.125725746	0.120746508	0.73	NA	NA
Yankee	SRYFS	52.2566	2011	control	control	off	0.382726775	0.34062683	1	NA	NA
